EquipID,License#,Year,Make,Model,Description,Dept,InServiceDate,Estimated Replacement Year,Equipment Type,InServiceCost,Asset Weight Category,System Group,Fuel Type
35695,83409D,2025,PETE,567,TRUCK-FLATBED-20FT-6X4>DSL,SCL,01/22/2026,2041,TRUCK - FLATBED,"$439,211.00",CLASS 8,TRUCK,DSL
36083,81212D,2025,FREI,M2,SWEEPER SINGLE ENGINE REGENERATIVE AIR SWEEPER,SDOT,12/17/2024,2029,SWEEPER - STREET,"$436,609.41",CLASS 6,TRUCK,DSL
33727,&344671,2016,JNDR,2454D,EXCAVATOR,SPU,08/09/2016,2023,EXCAVATOR,"$436,097.99",OFFROAD HEAVY,CONSTRUCTION,DSL
35553,74673D,2023,PETE,567,12 YARD DUMP SALT SPREADER AND PLOW,SDOT,01/27/2023,2033,TRUCK - DUMP TRUCK,"$429,555.84",CLASS 8,TRUCK,DSL
35547,74672D,2023,PETE,567,12 YARD DUMP SALT SPREADER AND PLOW,SDOT,03/08/2023,2033,TRUCK - DUMP TRUCK,"$428,343.94",CLASS 8,TRUCK,DSL
86390,41461D,2005,GMCX,CRC-CB,CARGO - VAN COMMUNICATIONS,SPD,07/26/2005,,VAN,"$426,059.00",CLASS 7,VAN,DSL
34729,71619D,2020,FORD,F550,MEDIC AID VAN - HORTON,SFD,12/23/2020,2028,MEDIC UNIT,"$422,223.55",CLASS 5,MEDIC UNIT,DSL
33499,,2015,DYNP,F800T,DYNAPAC ROAD PAVER,SDOT,11/13/2015,2027,PAVER,"$420,516.58",OFFROAD HEAVY,CONSTRUCTION,DSL
33501,,2016,BNTZ,WORKBOAT,31` ALUMINUM WORK BOAT,SCL,05/17/2016,2030,BOAT,"$420,003.00",OFFROAD LIGHT,OTHER,DSL
34730,78894D,2020,FORD,F550,MEDIC AID VAN - HORTON,SFD,01/06/2022,2029,MEDIC UNIT,"$419,994.88",CLASS 5,MEDIC UNIT,DSL
35226,80438D,2022,FORD,F550,TRUCK - AERIAL 40` - HYBRID,SCL,01/28/2025,2039,TRUCK - HEAVY,"$419,115.78",CLASS 5,TRUCK,DSL
34731,71730D,2020,FORD,F550,MEDIC AID VAN - HORTON,SFD,03/22/2021,2029,MEDIC UNIT,"$418,883.32",CLASS 5,MEDIC UNIT,DSL
34677,71235D,2020,FORD,F550,MEDIC AID VAN - HORTON,SFD,10/09/2020,2028,MEDIC UNIT,"$418,034.49",CLASS 5,MEDIC UNIT,DSL
34799,74669D,2020,FORD,F550,MEDIC AID VAN - HORTON,SFD,11/30/2022,2030,MEDIC UNIT,"$415,695.28",CLASS 5,MEDIC UNIT,DSL
34770,72919D,2020,FORD,F550,MEDIC AID VAN - HORTON,SFD,11/22/2021,2029,MEDIC UNIT,"$414,207.37",CLASS 5,MEDIC UNIT,DSL
34216,72125D,2020,FORD,F550,MEDIC AID VAN - HORTON,SFD,05/13/2021,2029,MEDIC UNIT,"$414,030.89",CLASS 5,MEDIC UNIT,DSL
34771,72631D,2020,FORD,F550,MEDIC AID VAN - HORTON,SFD,11/05/2021,2029,MEDIC UNIT,"$413,968.20",CLASS 5,MEDIC UNIT,DSL
35669,78541D,2022,FORD,F550,MEDIC AID VAN - HORTON,SFD,10/27/2023,2031,MEDIC UNIT,"$413,580.39",CLASS 5,MEDIC UNIT,DSL
34773,71115D,2020,FORD,F550,MEDIC AID VAN - HORTON,SFD,10/06/2020,2028,MEDIC UNIT,"$413,086.77",CLASS 5,MEDIC UNIT,DSL
34772,72759D,2020,FORD,F550,MEDIC AID VAN - HORTON,SFD,07/21/2022,2030,MEDIC UNIT,"$412,949.19",CLASS 5,MEDIC UNIT,DSL
34732,72126D,2020,FORD,F550,MEDIC AID VAN - HORTON,SFD,05/18/2021,2029,MEDIC UNIT,"$407,908.00",CLASS 5,MEDIC UNIT,DSL
35542,74680D,2023,PETE,567,12 YARD DUMP SALT SPREADER AND PLOW,SDOT,02/13/2023,2033,TRUCK - DUMP TRUCK,"$405,546.08",CLASS 8,TRUCK,DSL
36052,,2022,CASE,821G,WHEEL LOADER,SDOT,08/16/2023,2038,LOADER - WHEEL,"$404,981.32",OFFROAD HEAVY,CONSTRUCTION,DSL
31563,52093D,2011,SART,MAB EVAC,TRUCK - MASS AMBULANCE BUS,SFD,03/22/2012,,MEDIC UNIT,"$404,041.50",CLASS 8,FIRE APPARATUS,DSL
31461,53035D,2011,PETE,320,TRUCK - PRESSURE DIGGER - ALTEC BODY,SCL,04/01/2011,2027,TRUCK - PRESSURE DIGGER,"$400,400.88",CLASS 8,TRUCK,DSL
71443,D18714,1972,TRUC,TRLR,TRAILER - REEL - 36000 LB GVWR,SCL,07/15/1974,1992,TRAILER,"$400,000.00",CLASS 8,TRAILER,UNL
W3856,41472D,2005,HYDR,H1305,TRAILER - HOSE - 20000 LB GVWR,SPU,07/25/2005,2025,TRAILER,"$398,788.67",CLASS 6,TRAILER,DSL
34358,67449D,2018,PETE,348,TRUCK - AERIAL - BUCKET  50 FT,SCL,10/10/2019,2034,TRUCK - AERIAL - BUCKET,"$397,777.00",CLASS 8,TRUCK,DSL
31462,53036D,2011,PETE,320,TRUCK - PRESSURE DIGGER - ALTEC BODY,SCL,01/10/2011,2027,TRUCK - PRESSURE DIGGER,"$396,435.41",CLASS 8,TRUCK,DSL
34857,,2018,CATP,938M,WHEEL LOADER,SCL,11/05/2019,2039,LOADER - WHEEL,"$390,749.30",OFFROAD HEAVY,CONSTRUCTION,DSL
79035,51438D,2010,PETE,340,TRUCK - DIGGER DERRICK - CLASS 8,SCL,09/15/2010,2026,TRUCK - DIGGER DERRICK,"$386,484.44",CLASS 8,TRUCK,DSL
31709,54923D,2012,INTR,4400,TRUCK - KNUCKLE BOOM WINCH,SCL,01/09/2014,2028,TRUCK - HEAVY,"$385,558.09",CLASS 7,TRUCK,DSL
79029,51439D,2010,PETE,340,TRUCK - DIGGER DERRICK - CLASS 8,SCL,09/15/2010,2026,TRUCK - DIGGER DERRICK,"$383,684.85",CLASS 8,TRUCK,DSL
80420,,2006,TEMP,MVU,MOBILE VENTILATION UNIT ON 80405,SFD,11/29/2005,,MOBILE VENTILATION UNIT,"$383,488.80",OFFROAD HEAVY,OTHER,DSL
34357,71145D,2019,PETE,337,TRUCK - AERIAL LIFT - 45` TEREX,SCL,10/09/2020,2036,TRUCK - AERIAL - BUCKET,"$382,810.18",CLASS 8,TRUCK,DSL
25351,36268D,2002,EMER,TYPHOON,TRUCK - AIR COMPRESSOR SUPPLY,SFD,03/24/2003,2023,TRUCK - HEAVY,"$381,653.55",CLASS 8,TRUCK,DSL
35480,80674D,2022,FORD,F550,TRUCK - AERIAL 40` - HYBRID,SCL,07/17/2025,2039,TRUCK - HEAVY,"$379,211.35",CLASS 5,TRUCK,DSL
35481,80560D,2022,FORD,F550,TRUCK - AERIAL 40` - HYBRID,SCL,05/14/2025,2039,TRUCK - HEAVY,"$379,211.35",CLASS 5,TRUCK,DSL
35482,80623D,2022,FORD,F550,TRUCK - AERIAL 40` - HYBRID,SCL,05/22/2025,2039,TRUCK - HEAVY,"$379,211.35",CLASS 5,TRUCK,DSL
35483,80509D,2022,FORD,F550,TRUCK - AERIAL 40` - HYBRID,SCL,03/24/2025,2039,TRUCK - HEAVY,"$379,211.35",CLASS 5,TRUCK,DSL
35044,71769D,2021,FREI,M2,TRUCK SEWER MAINTENANCE; VACTOR IMPACT BODY,SPU,07/15/2021,2031,TRUCK - HEAVY,"$377,491.82",CLASS 6,TRUCK,DSL
31845,54927D,2012,PETE,365,TRUCK POLE CRANE W/ FLATBED -CLASS 8,SCL,09/05/2013,2029,TRUCK - FLATBED,"$371,578.03",CLASS 8,TRUCK,DSL
35906,78825D,2022,LION,6,TRUCK - 2WD ELECTRIC 24` BOX TRUCK,FAS,04/22/2024,2034,TRUCK - HEAVY,"$371,232.71",CLASS 6,TRUCK,ELE
35222,80436D,2022,FORD,F550,TRUCK - AERIAL 40` - HYBRID,SCL,12/12/2024,2038,TRUCK - HEAVY,"$368,563.68",CLASS 5,TRUCK,DSL
35223,80437D,2022,FORD,F550,TRUCK - AERIAL 40` - HYBRID,SCL,12/12/2024,2038,TRUCK - HEAVY,"$368,563.68",CLASS 5,TRUCK,DSL
31844,54928D,2012,PETE,365,TRUCK POLE CRANE W/ FLATBED - CLASS 8,SCL,08/20/2013,2028,TRUCK - FLATBED,"$368,166.05",CLASS 8,TRUCK,DSL
35024,72687D,2020,FORD,F550,MEDIC AID VAN - HORTON,SFD,02/23/2022,2030,MEDIC UNIT,"$367,776.52",CLASS 5,MEDIC UNIT,DSL
35489,,2021,JNDR,672GP,GRADER - ROAD GRADING 6 WHEEL DRIVE,SPU,11/02/2020,2030,GRADER,"$366,401.48",OFFROAD HEAVY,CONSTRUCTION,DSL
35914,,2023,CATP,950GC,"TRACTOR - WHEEL LOADER 41,000 LBS.",SPU,09/14/2023,2038,TRACTOR - LOADER,"$363,858.04",OFFROAD HEAVY,CONSTRUCTION,DSL
76036,46848D,2007,INTR,7600,TRUCK - AERIAL LIFT - 68` TELELECT,SCL,04/22/2008,2023,TRUCK - AERIAL - BUCKET,"$362,321.57",CLASS 8,TRUCK,DSL
76041,48137D,2007,INTR,7600,TRUCK - AERIAL LIFT - 68` TELELECT,SCL,08/26/2008,2023,TRUCK - AERIAL - BUCKET,"$361,712.01",CLASS 8,TRUCK,DSL
76044,48139D,2007,INTR,7600,TRUCK - AERIAL LIFT - 68` TELELECT,SCL,07/30/2008,2023,TRUCK - AERIAL - BUCKET,"$361,114.49",CLASS 8,TRUCK,DSL
76040,47784D,2007,INTR,7600,TRUCK - AERIAL LIFT - 68` TELELECT,SCL,05/23/2008,2023,TRUCK - AERIAL - BUCKET,"$361,008.04",CLASS 8,TRUCK,DSL
76043,71774D,2007,INTR,7600,TRUCK - AERIAL LIFT - 68` TELELECT,SCL,07/14/2008,2023,TRUCK - AERIAL - BUCKET,"$360,925.03",CLASS 8,TRUCK,DSL
76042,47783D,2007,INTR,7600,TRUCK - AERIAL LIFT - 68` TELELECT,SCL,06/03/2008,2023,TRUCK - AERIAL - BUCKET,"$360,872.76",CLASS 8,TRUCK,DSL
34491,67641D,2020,FREI,M2,MECHANICAL SWEEPER,SDOT,11/05/2019,2024,SWEEPER - STREET,"$360,545.19",CLASS 5,TRUCK,DSL
35680,71768D,2021,FREI,M2106,FREI 2WD - CHASSIS W/ VACTOR PARADIGM BODY,SPU,05/21/2021,2028,TRUCK - HEAVY,"$359,975.76",CLASS 6,TRUCK,DSL
34490,68700D,2020,FREI,M2,MECHANICAL SWEEPER,SDOT,11/06/2019,2024,SWEEPER - STREET,"$359,513.25",CLASS 5,TRUCK,DSL
35001,70592D,2021,PETE,567,DUMP TRUCK PLOW AND SANDER,SDOT,06/10/2020,2030,TRUCK - DUMP TRUCK,"$359,223.95",CLASS 8,TRUCK,DSL
35005,71114D,2021,PETE,567,DUMP TRUCK PLOW AND SANDER,SDOT,09/21/2020,2030,TRUCK - DUMP TRUCK,"$358,870.68",CLASS 8,TRUCK,DSL
35000,70599D,2021,PETE,567,DUMP TRUCK PLOW AND SANDER,SDOT,09/01/2020,2030,TRUCK - DUMP TRUCK,"$358,544.49",CLASS 8,TRUCK,DSL
33565,61737D,2017,PETE,220,PAINT STRIPER,SDOT,10/03/2016,2028,TRUCK - HEAVY,"$357,821.49",CLASS 6,TRUCK,DSL
35006,71188D,2021,PETE,567,DUMP TRUCK PLOW AND SANDER,SDOT,08/10/2020,2030,TRUCK - DUMP TRUCK,"$357,439.86",CLASS 8,TRUCK,DSL
35004,71113D,2021,PETE,567,DUMP TRUCK PLOW AND SANDER,SDOT,07/14/2020,2030,TRUCK - DUMP TRUCK,"$356,592.61",CLASS 8,TRUCK,DSL
33567,61758D,2017,PETE,220,PAINT STRIPER,SDOT,09/23/2016,2028,TRUCK - HEAVY,"$356,371.12",CLASS 6,TRUCK,DSL
33566,61738D,2017,PETE,220,PAINT STRIPER,SDOT,10/03/2016,2028,TRUCK - HEAVY,"$356,302.29",CLASS 6,TRUCK,DSL
35115,70546D,2020,PETE,567,TRUCK CONCRETE - WITH PLOW AND SANDER,SDOT,05/11/2020,2030,TRUCK - DUMP TRUCK,"$354,977.32",CLASS 8,TRUCK,DSL
35002,70537D,2020,PETE,567,DUMP TRUCK PLOW AND SANDER,SDOT,05/01/2020,2030,TRUCK - DUMP TRUCK,"$354,908.52",CLASS 8,TRUCK,DSL
35003,69640D,2020,PETE,567,DUMP TRUCK PLOW AND SANDER,SDOT,03/25/2020,2030,TRUCK - DUMP TRUCK,"$354,275.05",CLASS 8,TRUCK,DSL
35684,78904D,2024,PETE,567,TRUCK - DUMP 2WD,SPU,12/28/2023,2035,TRUCK - DUMP TRUCK,"$353,782.91",CLASS 8,TRUCK,DSL
33263,,2015,JNDR,772GP,MOTOR GRADER - ARTICULATED,SPU,07/30/2015,2029,GRADER,"$353,774.85",OFFROAD HEAVY,CONSTRUCTION,DSL
70758,51413D,2010,PETE,367,TRUCK TRACTOR,SCL,03/10/2010,2025,TRUCK - HEAVY,"$353,768.00",CLASS 8,TRUCK,DSL
35116,70547D,2020,PETE,567,TRUCK CONCRETE - WITH PLOW AND SANDER,SDOT,05/13/2020,2030,TRUCK - DUMP TRUCK,"$353,436.85",CLASS 8,TRUCK,DSL
35705,71671D,2020,CHEV,BOLT,SUBCOMPACT ELECTRIC,SCL,05/13/2021,2033,SEDAN - SML - ELECTRIC,"$352,703.35",CLASS 1,SEDAN,ELE
34684,69471D,2020,FREI,M2,REGENERATIVE AIR SINGLE ENGINE,SDOT,02/11/2020,2025,SWEEPER - STREET,"$350,988.50",CLASS 6,TRUCK,DSL
34686,69470D,2020,FREI,M2,REGENERATIVE AIR SINGLE ENGINE,SDOT,02/13/2020,2025,SWEEPER - STREET,"$350,980.18",CLASS 6,TRUCK,DSL
34685,69507D,2020,FREI,M2,REGENERATIVE AIR SINGLE ENGINE,SDOT,02/11/2020,2025,SWEEPER - STREET,"$350,250.99",CLASS 6,TRUCK,DSL
34683,69433D,2020,FREI,M2,REGENERATIVE AIR SINGLE ENGINE,SDOT,12/31/2019,2024,SWEEPER - STREET,"$350,067.63",CLASS 6,TRUCK,DSL
32382,,2005,SAFE,30KCFMDUSTCOL,TRAILER DUST COLLECTOR,SCL,04/01/2005,2025,TRAILER,"$350,000.00",CLASS 8,TRAILER,DSL
6505,54180D,2011,FORD,BEARCAT,ARMORED RESCUE VEHICLE,SPD,01/01/2011,2031,ARMORED VEHICLE,"$350,000.00",CLASS 6,TRUCK,UNL
71424,30951D,2000,EXPR,TRLR,TRAILER - DILO SF6 GAS RECOVERY SYSTEM,SCL,04/01/2001,2020,TRAILER,"$350,000.00",CLASS 1,TRAILER,NON
76031,47778D,2007,INTR,4400,TRUCK - AERIAL LIFT - 55` TELELECT,SCL,06/04/2008,2023,TRUCK - AERIAL - BUCKET,"$349,689.69",CLASS 7,TRUCK,DSL
34679,65209D,2020,FREI,M2,REGENERATIVE AIR SINGLE ENGINE,SDOT,12/31/2019,2024,SWEEPER - STREET,"$349,492.05",CLASS 6,TRUCK,DSL
76030,47777D,2007,INTR,4400,TRUCK - AERIAL LIFT - 55` TELELECT,SCL,04/22/2008,2023,TRUCK - AERIAL - BUCKET,"$347,437.13",CLASS 7,TRUCK,DSL
33714,61721D,2017,PETE,348,EDUCTOR - VAC CON,SCL,03/02/2017,2027,TRUCK - HEAVY,"$346,966.00",CLASS 8,TRUCK,DSL
34202,78501D,2019,PETE,567,12 YARD DUMP WITH PLOW AND SANDER,SDOT,01/30/2019,2029,TRUCK - DUMP TRUCK,"$345,376.76",CLASS 8,TRUCK,DSL
34201,74689D,2019,PETE,567,12 YARD DUMP WITH PLOW AND SANDER,SDOT,01/11/2019,2029,TRUCK - DUMPING FLATBED,"$344,940.95",CLASS 8,TRUCK,DSL
33742,62752D,2017,PETE,567,12YD DUMP WITH SANDER AND PLOW,SDOT,03/10/2017,2027,TRUCK - DUMP TRUCK,"$337,188.19",CLASS 8,TRUCK,DSL
34269,66681D,2018,PETE,520,WITH FRONT LOADER,SDOT,09/11/2018,2030,TRUCK - DUMP TRUCK,"$336,161.99",CLASS 8,TRUCK,DSL
33969,,2017,CATP,938M,WHEEL LOADER - 29000 LB,SCL,10/26/2017,2032,LOADER - WHEEL,"$336,121.00",OFFROAD LIGHT,CONSTRUCTION,DSL
35687,73039D,2022,PETE,567,12 YARD DUMP TRUCK,SCL,03/28/2022,2037,TRUCK - DUMP TRUCK,"$336,051.04",CLASS 8,TRUCK,DSL
34361,D075897,2021,RZMA,CUSTOM,VESSEL DEBRIS REMOVAL 23`,SCL,04/28/2022,2048,BOAT,"$334,800.00",OFFROAD LIGHT,OTHER,DSL
35235,D075896,2021,RZMA,CUSTOM,VESSEL DEBRIS REMOVAL 23`,SCL,04/28/2022,2048,BOAT,"$334,800.00",OFFROAD LIGHT,OTHER,DSL
34376,,2018,BNTZ,FASTBOAT,27` FAST BOAT,SCL,08/28/2019,2034,BOAT,"$333,768.15",OFFROAD LIGHT,OTHER,DSL
33759,65275D,2016,FORD,E450,MEDIC AID VAN - HORTON,SFD,10/16/2017,2025,MEDIC UNIT - XL HYBRID,"$333,047.45",CLASS 4,MEDIC UNIT,UNL
33894,66157D,2018,PETE,348,TRUCK - AERIAL LIFT - 40`,SCL,08/09/2018,2032,TRUCK - AERIAL - BUCKET,"$327,329.91",CLASS 7,TRUCK,DSL
33895,66156D,2018,PETE,348,TRUCK - AERIAL LIFT - 40`,SCL,08/09/2018,2032,TRUCK - AERIAL - BUCKET,"$327,329.91",CLASS 7,TRUCK,DSL
35737,78913D,2024,PETE,567,TRUCK 2WD CEMENT ROLLER,SDOT,04/08/2024,2039,TRUCK - HEAVY,"$326,096.00",CLASS 8,TRUCK,DSL
36468,80499D,2025,FREI,M2106,TRUCK 2WD W/70 FOOT AERIAL,DPR,10/03/2024,2036,TRUCK - HEAVY,"$322,528.77",CLASS 8,TRUCK,DSL
32522,57731D,2013,PETE,348,TRUCK - EDUCTOR - VAC CON,SCL,05/05/2014,2023,TRUCK - EDUCTOR,"$320,906.33",CLASS 8,TRUCK,DSL
31295,52101D,2010,JNDR,744K,LOADER WHEEL - 54000 LB,SPU,07/01/2010,2025,LOADER - WHEEL,"$320,557.69",OFFROAD HEAVY,CONSTRUCTION,DSL
76524,47471D,2007,PETE,378,TRUCK - CRANE - CLASS 8,SPU,04/07/2008,2018,TRUCK - HEAVY,"$319,316.93",CLASS 8,TRUCK,DSL
35291,,2020,JNDR,622G,GRADER,SDOT,05/07/2020,2035,GRADER,"$317,477.80",OFFROAD HEAVY,CONSTRUCTION,DSL
34378,,2018,BNTZ,FASTBOAT,27 FOOT FAST BOAT,SCL,06/18/2018,2032,BOAT,"$316,162.16",OFFROAD LIGHT,OTHER,DSL
35944,80673D,2025,PETE,220,TRUCK-CAB FORWARD/CUT IN TRUCK>DSL,SCL,06/12/2025,2040,TRUCK - HEAVY,"$311,261.71",CLASS 6,TRUCK,DSL
35039,,2022,JNDR,6145M,TRACTOR WITH BRUSH CUTTER FLAIL,SPU,03/08/2023,2032,TRACTOR,"$309,432.67",OFFROAD LIGHT,LANDSCAPE,DSL
35698,72709D,2021,ELGN,CROSS,SWEEPER - FREIGHTLINER M2 CHASSIS- SOLID WASTE,SPU,05/23/2022,2032,SWEEPER - STREET,"$308,996.18",CLASS 7,TRUCK,DSL
35679,72133D,2017,FORD,F550,TRUCK 2WD - CCTV SEWER INSPECTION CAMERA TRUCK,SPU,06/16/2021,2031,TRUCK - HEAVY,"$306,459.36",CLASS 5,TRUCK,UNL
31852,55084D,2013,PETE,348,TRUCK - EDUCTOR - VAC CON,SCL,09/25/2012,2022,TRUCK - EDUCTOR,"$305,793.67",CLASS 8,TRUCK,DSL
33519,62739D,2016,PETE,348,CLASS 7 TRUCK WITH AERIAL,SCL,05/11/2017,2032,TRUCK - AERIAL - BUCKET,"$303,588.59",CLASS 7,TRUCK,DSL
34967,,2023,ORNG,ETRIEVER,YARD GOAT - TERMINAL TYPE YARD TRACTOR EV,SPU,03/01/2023,2033,YARD GOAT,"$299,214.09",CLASS 8,TRUCK,ELE
36125,,2023,ORNG,ETRIEVER,YARD GOAT - TERMINAL TYPE YARD TRACTOR EV,SPU,03/01/2023,2033,YARD GOAT,"$299,214.09",CLASS 8,TRUCK,ELE
35163,79455D,2025,PETE,567,TRUCK - TRACTOR,SFD,01/15/2025,2045,TRUCK - HEAVY,"$298,601.32",CLASS 8,TRUCK,DSL
93540,49696D,2009,CHEV,C5500,VAN CARGO  CUTAWAY - TV INSPECTION,SPU,04/06/2009,2019,VAN,"$296,692.55",CLASS 4,VAN,DSL
33061,60389D,2015,MERC,SPRINTER,CARGO - SPD SMALL MOBILE PRECINCT,SPD,11/25/2015,2033,COMMAND CENTER - POLICE,"$295,924.25",CLASS 8,VAN,DSL
33059,60372D,2015,MERC,SPRINTER,CARGO - SPD SMALL MOBILE PRECINCT,SPD,12/02/2015,2033,COMMAND CENTER - POLICE,"$295,253.80",CLASS 8,VAN,DSL
35945,79189D,2024,PETE,220,TRUCK-CAB FORWARD/CUT IN TRUCK>DSL,SCL,06/11/2025,2040,TRUCK - HEAVY,"$293,537.58",CLASS 6,TRUCK,DSL
35552,78912D,2023,PETE,537,TRUCK 41` AERIAL LIFT BUCKET,SDOT,06/06/2024,2034,NONE,"$292,445.43",CLASS 7,TRUCK,DSL
34200,67342D,2019,PETE,337,TA-50 AERIAL LIFT,SDOT,08/02/2019,2029,TRUCK - AERIAL - BUCKET,"$290,213.95",CLASS 8,TRUCK,DSL
36223,79407D,2024,PETE,567,TRUCK - TRACTOR,SDOT,07/24/2024,2039,NONE,"$288,910.45",CLASS 8,TRUCK,DSL
35473,68614D,2021,PETE,567,12 YARD DUMP TRUCK WITH PLOW,DPR,12/01/2020,2030,TRUCK - DUMP TRUCK,"$288,275.09",CLASS 8,TRUCK,DSL
70759,51412D,2010,PETE,367,TRUCK TRACTOR - CLASS 8,SCL,02/24/2010,2025,TRUCK - HEAVY,"$287,223.48",CLASS 8,TRUCK,DSL
35468,72637D,2021,PETE,348,REFUSE PACKER,DPR,10/20/2021,2031,TRUCK - HEAVY,"$286,912.81",CLASS 7,TRUCK,DSL
35462,72636D,2021,PETE,348,REFUSE PACKER,DPR,10/19/2021,2031,TRUCK - HEAVY,"$285,696.33",CLASS 7,TRUCK,DSL
76033,48140D,2007,INTR,4400,TRUCK - AERIAL LIFT - 55` TELELECT,SCL,10/20/2008,2023,TRUCK - AERIAL - BUCKET,"$285,337.57",CLASS 7,TRUCK,DSL
33886,66637D,2018,PETE,220,NETWORK TRANSFORMER CLASS 7,SCL,08/19/2019,2039,TRUCK - OIL TANKER,"$284,908.66",CLASS 7,TRUCK,DSL
34735,78370D,2024,PETE,567,TRUCK - TRACTOR,SFD,02/14/2025,2045,TRUCK - HEAVY,"$284,187.13",CLASS 8,TRUCK,DSL
36744,80583D,2025,FREI,M2106,TRUCK-DIGGER DERRICK-47FT-12.5T-4X2>DSL,SCL,08/01/2025,2041,TRUCK - DIGGER DERRICK,"$283,861.00",CLASS 8,TRUCK,DSL
76035,48142D,2007,INTR,4400,TRUCK - AERIAL LIFT - 55` TELELECT,SCL,08/15/2008,2023,TRUCK - AERIAL - BUCKET,"$283,432.29",CLASS 7,TRUCK,DSL
76032,47779D,2007,INTR,4400,TRUCK - AERIAL LIFT - 55` TELELECT,SCL,07/30/2008,2023,TRUCK - AERIAL - BUCKET,"$283,347.52",CLASS 7,TRUCK,DSL
76034,48141D,2007,INTR,4400,TRUCK - AERIAL LIFT - 55` TELELECT,SCL,08/07/2008,2023,TRUCK - AERIAL - BUCKET,"$282,435.08",CLASS 7,TRUCK,DSL
35709,,2021,CATP,430F2,BACKHOE,SCL,01/10/2023,2033,LOADER - BACKHOE,"$280,352.52",OFFROAD HEAVY,CONSTRUCTION,DSL
35356,39867D,2003,AMLF,EAGLE,PUMPER - TOP MOUNT - 1500 GPM - 500 GAL,SFD,09/22/2003,2020,NONE,"$279,059.88",CLASS 8,FIRE APPARATUS,DSL
35357,39868D,2003,AMLF,EAGLE,PUMPER - TOP MOUNT - 1500 GPM - 500 GAL,SFD,10/09/2003,2020,NONE,"$279,059.88",CLASS 8,FIRE APPARATUS,DSL
35352,39864D,2003,AMLF,EAGLE,PUMPER - TOP MOUNT - 1500 GPM - 500 GAL,SFD,08/18/2003,2018,FIRE - PUMPER,"$279,059.87",CLASS 8,FIRE APPARATUS,DSL
34360,69486D,2018,FORD,F550,40` LTM40 AERIAL TRUCK,SCL,10/07/2020,2036,TRUCK - AERIAL - BUCKET - HYB,"$278,458.00",CLASS 7,TRUCK,DSL
33761,63751D,2017,PETE,337,TRUCK WITH SANDER AND PLOW,SDOT,09/27/2017,2025,TRUCK - DUMP TRUCK,"$277,565.30",CLASS 6,TRUCK,DSL
31905,71191D,2013,PETE,367,TRUCK 12YD DUMP SANDER PLOW CLASS 8,SDOT,01/31/2013,2023,TRUCK - DUMP TRUCK,"$275,716.06",CLASS 8,TRUCK,DSL
35370,42105D,2003,AMLF,EAGLE,PUMPER - TOP MOUNT - 1500 GPM - 500 GAL,SFD,02/03/2006,2022,FIRE - PUMPER,"$273,798.18",CLASS 8,FIRE APPARATUS,DSL
36418,78595D,2023,FREI,M2,TRUCK-AERIAL-70FT-6X4>DSL (ARBORIST),SCL,12/20/2023,2039,TRUCK - AERIAL - BUCKET,"$273,484.89",CLASS 7,TRUCK,DSL
34886,,2018,JNDR,135G,EXCAVATOR WATERSHED HEAVY CONSTRUCTION,SPU,08/27/2018,2028,EXCAVATOR,"$273,140.75",OFFROAD HEAVY,CONSTRUCTION,DSL
31902,67337D,2013,PETE,367,TRUCK 12YD DUMP SANDER PLOW CLASS 8,SDOT,02/20/2013,2023,TRUCK - DUMP TRUCK,"$272,355.60",CLASS 8,TRUCK,DSL
70752,,2010,CATP,938H,WHEEL LOADER - 33190 LB,SCL,12/23/2009,2025,LOADER - WHEEL,"$270,000.00",OFFROAD HEAVY,CONSTRUCTION,DSL
31623,53085D,2011,PETE,337,TRUCK - EDUCTOR - VAC CON,SCL,10/03/2011,2021,TRUCK - EDUCTOR,"$269,756.10",CLASS 8,TRUCK,DSL
36740,80582D,2025,FREI,M2106,TRUCK-DIGGER DERRICK-47FT-12.5T-4X2>DSL,SCL,05/15/2025,2041,TRUCK - DIGGER DERRICK,"$269,501.24",CLASS 8,TRUCK,DSL
34581,70535D,2020,PETE,348,DUMPING FLATBED WITH DEICER TANK,SDOT,05/21/2020,2030,TRUCK - FLATBED,"$268,549.48",CLASS 8,TRUCK,DSL
70149,34435D,2001,INTR,5600I,TRUCK - MATERIAL HANDLER - 68` TELELECT,SCL,11/01/2001,2017,TRUCK - HEAVY,"$267,900.00",CLASS 8,TRUCK,DSL
70150,34249D,2001,INTR,5600I,TRUCK - MATERIAL HANDLER - 68` TELELECT,SCL,11/01/2001,2017,TRUCK - HEAVY,"$267,900.00",CLASS 8,TRUCK,DSL
36012,,2024,JNDR,544P,TRACTOR WHEEL LOADER,DPR,02/28/2024,2039,TRACTOR - LOADER,"$267,702.80",OFFROAD HEAVY,CONSTRUCTION,DSL
34208,66745D,2018,PETE,348,CAR CARRIER,FAS,10/31/2018,2028,TRUCK - HEAVY - PHEV,"$267,579.68",CLASS 7,TRUCK,DSL
35231,,2020,CATP,430F2,BACKHOE,SCL,08/17/2020,2030,LOADER - BACKHOE,"$267,493.46",OFFROAD HEAVY,CONSTRUCTION,DSL
35232,,2019,CATP,430F2,BACKHOE,SCL,08/17/2020,2030,LOADER - BACKHOE,"$267,493.46",OFFROAD HEAVY,CONSTRUCTION,DSL
